"codigo","descripcion","lista1","lista2","lista3","lista4","lista5","linea","rubro","capacidad","pack"
"9214","CHAMP. MUMM CUEE X 750 ROSE","0","0","0","0","0","MUMM","9","","1"
"8214","LICOR CUSENIER X 200 PINA CLINTON","0","0","0","0","0","CUSENIER","8","","1"
"6214","V.VICENCIO SPORT 12 X 750 AGUA","0","0","0","0","0","VILLA VICENCIO","6","","12"
"5214","JUGO FARNEDA 6 X 500 ANANA","0","0","0","0","0","FARNEDA","5","","6"
"3214","EXOCET 6 X 2 1/4 GUARANA","0","0","0","0","0","EXOCET","3","","6"
"1214","HINEKEN LATA 24 X 350","42.85","42.85","42.85","42.85","42.85","HEINEKEN","1","","24"
"13114","FRIZZER GORRA","0","0","0","0","0","VARIOS","13","","1"
"12114","PROMO SCHNEIDER X 1 LT PREMIO","0","0","0","0","0","BUDWEISER","12","","1"
"11114","FALTANTE BOTELLA","0","0","0","0","0","BOTELLAS","11","","1"
"9114","FRIZZE 6 X 750 ANANA","0","0","0","0","0","FRIZZE","9","","1"
"8114","LICOR SIVIAR 12  X 187 DURAZ.","0","0","0","0","0","SIVIAR","8","","1"
"6114","V. DEL SUR 12 X 500 POMELO","0","0","0","0","0","VILLA DEL SUR","6","","12"
"5114","JUGO TEREX X 12 LIMON","0","0","0","0","0","TEREREX","5","","1"
"3114","TUBITO 6 X 2 1/4 GUARANA","0","0","0","0","0","TUBITO","3","","6"
"2114","NATIVO TINTO PROMO X 1","50.18","50.18","50.18","50.18","50.18","NATIVO","2","","1"
"1114","BUD LATA 24 X 355","42.85","42.85","42.85","42.85","42.85","BUDWEISER","1","","24"
"6363","SER NAR-MAND 12 X 500","0","0","0","0","0","SER","6","","12"
"6343","SER SPORT 6X600 NARANJA","0","0","0","0","0","SER","6","","6"
"8143","VODKA SIVIAR  X 750 LIMON","0","0","0","0","0","SIVIAR","8","","6"
"6333","SER 12 X 500 CITRUS","0","0","0","0","0","SER","6","","12"
"2233","TORO BLANCO 13 X 1 PROMO","47.97","47.97","47.97","47.97","47.97","TORO","2","","13"
"3133","TUBITO 6 X 350 NARANJA","0","0","0","0","0","TUBITO","3","","6"
"2133","NATIVO 12 X 1 BLANCO","47.97","47.97","47.97","47.97","47.97","NATIVO","2","","12"
"6323","SER 12 X 500 L.LIMON","0","0","0","0","0","SER","6","","12"
"8223","LICOR CUSENIER X 700 D. DE LECHE","0","0","0","0","0","CUSENIER","8","","1"
"6223","VILLA VICENCIO 24 X 500 C/G VIDRIO","0","0","0","0","0","VILLA VICENCIO","6","","24"
"2223","TORO RDO 13 X 1 PROMO","47.97","47.97","47.97","47.97","47.97","TORO","2","","13"
"8123","LICOR SIVIAR  X 750 CAFE","0","0","0","0","0","SIVIAR","8","","1"
"6123","V. DEL SUR 12 X 750 AGUA","0","0","0","0","0","VILLA DEL SUR","6","","12"
"3123","TUBITO 6 X 1 NARANJ.","0","0","0","0","0","TUBITO","3","","6"
"2123","NATIVO 12 X 1 ROSADO","47.97","47.97","47.97","47.97","47.97","NATIVO","2","","12"
"21213","GRAFFIGNA SIRAH X 3/4","47.97","47.97","47.97","47.97","47.97","GRAFFIGNA","2","","1"
"21113","DIAMANTE 12X1 BLANCO","47.97","47.97","47.97","47.97","47.97","DIAMANTE","2","","12"
"71013","FERNET CAPRI X 200","0","0","0","0","0","CAPRI","7","","1"
"21013","COLON BEAUJOLAIS X 3/4","47.97","47.97","47.97","47.97","47.97","COLON","2","","1"
"1913","PALERMO PROMO DOCENA DE 13","40.96","40.96","40.96","40.96","40.96","PALERMO","1","","13"
"2813","ESTANCIA MZA MALVEC X 3/4","47.97","47.97","47.97","47.97","47.97","ESTANCIA DE MENDOZA","2","","1"
"9713","SIDRA LA PARRANDA 6 X 750","0","0","0","0","0","EL GAITERO","9","","1"
"1713","IMPERIAL 24 X 330 LOINECK","40.96","40.96","40.96","40.96","40.96","IMPERIAL","1","","24"
"2613","CANCILLER MERLOT X 3/4","47.97","47.97","47.97","47.97","47.97","CANCILLER","2","","1"
"9513","CHAMP. CANCILLER E. BRUT X 750","0","0","0","0","0","CANCILLER","9","","1"
"5413","JUGO TUBITO 6 X 1 POMEL. BAGUAL","0","0","0","0","0","BAGUAL","5","","6"
"2413","TORITO 6 X 3/4 BLANCO","47.97","47.97","47.97","47.97","47.97","TORITO","2","","6"
"6313","SER 12 X 500 NAR-DUR","0","0","0","0","0","SER","6","","12"
"5313","SER POLVO X 18 LIMON","0","0","0","0","0","SER","5","","1"
"2313","TORO VIEJO 6 X 3/4 BLANCO","47.97","47.97","47.97","47.97","47.97","TORO VIEJO","2","","6"
"1313","SCHNEIDER LOINECK 24 X 355","40.96","40.96","40.96","40.96","40.96","SCHNEIDER","1","","24"
"12213","REMERA TUBITO X 1 GRANDE (L)","0","0","0","0","0","TUBITO","12","","1"
"9213","CHAMP. MUMM CUEE X 187 EXTRA BRUT","0","0","0","0","0","MUMM","9","","12"
"8213","LICOR CUSENIER X 200 D. DE LECHE","0","0","0","0","0","CUSENIER","8","","1"
"6213","VILLAVICENCIO 12 X 500 SIN GAS","0","0","0","0","0","VILLA VICENCIO","6","","12"
"5213","JUGO FARNEDA 6 X 500 POMEL","0","0","0","0","0","FARNEDA","5","","6"
"3213","EXOCET 6 X 2 1/4 NARANJ","0","0","0","0","0","EXOCET","3","","6"
"2213","TORO TINTO 13 X 1 PROMO","47.97","47.97","47.97","47.97","47.97","TORO","2","","13"
"1213","HEINEKEN 6 X 1","40.96","40.96","40.96","40.96","40.96","HEINEKEN","1","","6"
"13113","FREEZER","0","0","0","0","0","VARIOS","13","","1"
"12113","COMBO SCHNEIDER X LITRO","0","0","0","0","0","BUDWEISER","12","","0"
"11113","BOTELLA X 1 LT","0","0","0","0","0","BOTELLAS","11","","1"
"9113","FRIZZE 6 X 750 MELON","0","0","0","0","0","FRIZZE","9","","1"
"8113","LICOR SIVIAR 12 X 187 CAFE","0","0","0","0","0","SIVIAR","8","","1"
"7113","DOBLE V 12 X 200","0","0","0","0","0","DOBLE V","7","","12"
"6113","V. DEL SUR 6 X 1 1/2 MANZANA","0","0","0","0","0","VILLA DEL SUR","6","","6"
"5113","JUGO TEREX X 12 MIX","0","0","0","0","0","TEREREX","5","","1"
"3113","TUBITO 6 X 2 1/4 NARANJA","0","0","0","0","0","TUBITO","3","","6"
"2113","NATIVO 12 X 1 TINTO","47.97","47.97","47.97","47.97","47.97","NATIVO","2","","12"
"1113","BUDWEISER 6 X 1","40.96","40.96","40.96","40.96","40.96","BUDWEISER","1","","6"
"6352","SER VIDACTIV 12 X 715 NAR-POM","0","0","0","0","0","SER","6","","12"
"8142","VODKA SIVIAR  X 750 ANANA","0","0","0","0","0","SIVIAR","8","","6"
"71632","AMARGO SERRANO SIVIAR X 1LT","0","0","0","0","0","AMERICANO SIVIER X 1 LT","7","","1"
"6332","SER 6 X 1 1/2 CITRUS","0","0","0","0","0","SER","6","","6"
"2232","TORO 8 X 1 BLANCO","30.94","30.94","30.94","30.94","30.94","TORO","2","","8"
"11132","CAJON PLASTICO V.VICENCIO","0","0","0","0","0","BOTELLAS","11","","1"
"3132","TUBITO 6 X 350 L. LIMON","0","0","0","0","0","TUBITO","3","","6"
"2132","NATIVO 6 X 3/4 BLANCO","30.94","30.94","30.94","30.94","30.94","NATIVO","2","","6"
"2822","ESTANCIA MZA CHARDONAY X 3/4","30.94","30.94","30.94","30.94","30.94","ESTANCIA DE MENDOZA","2","","1"
"9722","FREZA 6X750 EL GAITERO","0","0","0","0","0","EL GAITERO","9","","1"
"6322","SER 6 X 1 1/2 L.LIMON","0","0","0","0","0","SER","6","","6"
"8222","LICOR CUSENIER X 700 CAFE","0","0","0","0","0","CUSENIER","8","","1"
"6222","VILLAVICENCIO 12 X 500 CON GAS","0","0","0","0","0","VILLA VICENCIO","6","","12"
"2222","TORO 8 X 1 ROSADO","30.94","30.94","30.94","30.94","30.94","TORO","2","","8"
"8122","LICOR SIVIAR X 750 ARGETINO","0","0","0","0","0","SIVIAR","8","","1"
"6122","V. DEL SUR 6 X 1 1/2 AGUA","0","0","0","0","0","VILLA DEL SUR","6","","6"
"4122","SODA 6 X350","0","0","0","0","0","TUBITO","4","","0"
"3122","TUBITO 6 X 1 LIMA LIMON","0","0","0","0","0","TUBITO","3","","6"
"2122","NATIVO 6 X 3/4 ROSADO","30.94","30.94","30.94","30.94","30.94","NATIVO","2","","6"
"71312","CANA SIMPATICA 6 X 1 LT DESC.","0","0","0","0","0","SIMPATICA","7","","6"
"71212","FERNET SIVIAR 12 X 187","0","0","0","0","0","SIVIAR","7","","1"
"21212","GRAFFIGNA MALVEC X 3/4","30.94","30.94","30.94","30.94","30.94","GRAFFIGNA","2","","1"
"71112","FER. RAMAZZOTTI X 1 LT CON VASO","0","0","0","0","0","RAMAZZOTTI","7","","1"
"21112","DIAMANTE 12X1 ROSADO","30.94","30.94","30.94","30.94","30.94","DIAMANTE","2","","12"
"71012","FERNET CAPRI X 450","0","0","0","0","0","CAPRI","7","","1"
"21012","COLON CABERNET X 3/4","30.94","30.94","30.94","30.94","30.94","COLON","2","","1"
"1912","PALERMO 24 X 355 LATA","26.42","26.42","26.42","26.42","26.42","PALERMO","1","","24"
"2812","ESTANCIA MZA CABER-MERLOT X 3/4","30.94","30.94","30.94","30.94","30.94","ESTANCIA DE MENDOZA","2","","1"
"1812","BIECKER 12 X 1 NEGRA","26.42","26.42","26.42","26.42","26.42","BIECKER","1","","12"
"1712","IMPERIAL 12 X 3/4","26.42","26.42","26.42","26.42","26.42","IMPERIAL","1","","12"
"9612","CHAMP. LA COLINA X 750 BRUT","0","0","0","0","0","LA COLINA","9","","1"
"7612","W. BLENDER. PRIDE X 1 LT CON VASO","0","0","0","0","0","BLENDERS PRIDE","7","","1"
"2612","CANCILLER CABERNET X 3/4","30.94","30.94","30.94","30.94","30.94","CANCILLER","2","","1"
"9512","CHAMP. CANCILLER BRUT X 750","0","0","0","0","0","CANCILLER","9","","1"
"2412","TORITO 6 X 3/4 ROSADO","30.94","30.94","30.94","30.94","30.94","TORITO","2","","6"
"1412","CORONA 12 X 710","26.42","26.42","26.42","26.42","26.42","CORONA","1","","1"
"9312","CHAMP. COLON X 750 EXT. BRUT","0","0","0","0","0","COLON","9","","1"
"7312","WHISKI ARIZONA 12 X 187","0","0","0","0","0","ARIZONA","7","","1"
"6312","SER 6 X 1 1/2 NAR-DURAZNO","0","0","0","0","0","SER","6","","6"
"5312","SER POLVO X 18 MANZANA","0","0","0","0","0","SER","5","","1"
"2312","TORO VIEJO 6 X 3/4 ROSADO","30.94","30.94","30.94","30.94","30.94","TORO VIEJO","2","","6"
"1312","SCHNEIDER 12 X 1 NEGRA","26.42","26.42","26.42","26.42","26.42","SCHNEIDER","1","","12"
"12212","REMERA TUB. X 1 MEDIANO (M)","0","0","0","0","0","TUBITO","12","","1"
"9212","CHAMP. MUMM CUEE X 750 DEMISEC","0","0","0","0","0","MUMM","9","","1"
"8212","LICOR CUSENIER X 200 CAFE","0","0","0","0","0","CUSENIER","8","","1"
"6212","VILLAVICENCIO 6 X 1 1/2 S/G","0","0","0","0","0","VILLA VICENCIO","6","","6"
"5212","JUGO FARNEDA 6 X 500 MAND","0","0","0","0","0","FARNEDA","5","","6"
"3212","EXOCET 6 X 2 1/4 L. LIMON","0","0","0","0","0","EXOCET","3","","6"
"2212","TORO 8  X 1 TINTO","30.94","30.94","30.94","30.94","30.94","TORO","2","","8"
"1212","HEINEKEN 12 X 650","26.42","26.42","26.42","26.42","26.42","HEINEKEN","1","","12"
"13112","DIFERENCIA DE BONIFICACION","0","0","0","0","0","VARIOS","13","","1"
"12112","PROMO SCHNEIDER X LITRO","0","0","0","0","0","BUDWEISER","12","","1"
"9112","FRIZZE 6 X 750 ROJO","0","0","0","0","0","FRIZZE","9","","1"
"8112","LICOR SIVIAR 12 X 187 ARGENT.","0","0","0","0","0","SIVIAR","8","","1"
"6112","V. DEL SUR NARANJA 6 X 1 1/2","0","0","0","0","0","VILLA DEL SUR","6","","6"
"5112","JUGO TEREX X 12 POMELO","0","0","0","0","0","TEREREX","5","","1"
"3112","TUBITO 6 X 2 1/4 LIMA LIMON","0","0","0","0","0","TUBITO","3","","6"
"2112","NATIVO 6 X 3/4 TINTO","30.94","30.94","30.94","30.94","30.94","NATIVO","2","","6"
"1112","BUDWEISER 12 X 650","26.42","26.42","26.42","26.42","26.42","BUDWEISER","1","","12"
"6361","SER 6 X 1 1/2 NAR-MANDARINA","0","0","0","0","0","SER","6","","6"
"6351","SER VIDACTIV 6 X 1 1/2 NAR-POM","0","0","0","0","0","SER","6","","6"
"11141","BOTELLA X 500 V.VICENCIO","0","0","0","0","0","BOTELLAS","11","","1"
"8141","VODKA SIVIAR  X 750 FRUTILLA","0","0","0","0","0","SIVIAR","8","","6"
"71631","SIVIAR AMERICANO X 1 LT","0","0","0","0","0","AMERICANO SIVIER X 1 LT","7","","1"
"6331","SER 6 X 2 CITRUS","0","0","0","0","0","SER","6","","6"
"8231","LICOR 8 HERMANOS X 1 LT ANIS","0","0","0","0","0","CUSENIER","8","","1"
"2231","TORO 12 X 1 BLANCO","24.57","24.57","24.57","24.57","24.57","TORO","2","","12"
"11131","CAJON PLASTICO DE CERVEZA","0","0","0","0","0","BOTELLAS","11","","1"
"3131","TUBITO 6 X 350 COLA","0","0","0","0","0","TUBITO","3","","6"
"2131","NATIVO 8 X 1 BLANCO","24.57","24.57","24.57","24.57","24.57","NATIVO","2","","8"
"21021","COLON CHARDONAY X 3/4","24.57","24.57","24.57","24.57","24.57","COLON","2","","1"
"2921","TORO PRISMA 6 X 750 TORR","24.57","24.57","24.57","24.57","24.57","TORO PRISMA","2","","6"
"2821","ESTANCIA MZA CHENIN-CHARD X 3/4","24.57","24.57","24.57","24.57","24.57","ESTANCIA DE MENDOZA","2","","1"
"9721","ANANA FIZZ 6X750 EL GAITERO","0","0","0","0","0","EL GAITERO","9","","1"
"2721","LA COLINA CHENIN-CHARDONAY X 700","24.57","24.57","24.57","24.57","24.57","LA COLINA","2","","1"
"5621","TUBITO AMARGO CUYANO X 1 LT","0","0","0","0","0","CUYANO","5","","1"
"5521","TUBITO SERRANO 6 X1","0","0","0","0","0","SERRANO","5","","6"
"13321","SIN FACTURA","0","0","0","0","0","SIN FACTURA","13","","1"
"6321","SER 6 X 2 L.LIMON","0","0","0","0","0","SER","6","","6"
"8221","LICOR CUSENIER X 700 MENTA","0","0","0","0","0","CUSENIER","8","","1"
"6221","V. VICENCIO 6 X 1 1/2 GASIFICADO","0","0","0","0","0","VILLA VICENCIO","6","","6"
"2221","TORO 12 X 1 ROSADO","24.57","24.57","24.57","24.57","24.57","TORO","2","","12"
"11121","BOTELLA X 3/4","0","0","0","0","0","BOTELLAS","11","","1"
"8121","LICOR SIVIAR  X 750 CHOCOL.","0","0","0","0","0","SIVIAR","8","","1"
"6121","V. DEL SUR AGUA 6 X 2 1/4","0","0","0","0","0","VILLA DEL SUR","6","","6"
"4121","SODA TUBITO 6X1 1/2","0","0","0","0","0","TUBITO","4","","6"
"3121","TUBITO 6 X 1 COLA","0","0","0","0","0","TUBITO","3","","6"
"2121","NATIVO 8 X 1 ROSADO","24.57","24.57","24.57","24.57","24.57","NATIVO","2","","8"
"71511","WHISKI BLACK JACK X 1 LT","0","0","0","0","0","BLACK JACK X 1 LT","7","","1"
"71411","CANA PERIBEBUY 10 X 1 LT","0","0","0","0","0","PEREBEBUY","7","","10"
"71311","CANA SIMPATICA 10 X 1 LT","0","0","0","0","0","SIMPATICA","7","","10"
"71211","FERNET SIVIAR X 930","0","0","0","0","0","SIVIAR","7","","1"
"21211","GRAFFIGNA CABERNET X 3/4","24.57","24.57","24.57","24.57","24.57","GRAFFIGNA","2","","1"
"71111","FERNET RAMAZZOTTI X 1 LT","0","0","0","0","0","RAMAZZOTTI","7","","1"
"21111","DIAMANTE 12X1 TINTO","24.57","24.57","24.57","24.57","24.57","DIAMANTE","2","","12"
"71011","FERNET CAPRI X 750","0","0","0","0","0","CAPRI","7","","1"
"21011","COLON MALVEC X 3/4","24.57","24.57","24.57","24.57","24.57","COLON","2","","1"
"7911","WHISKI CHIVAS REGAL 12 ANOS","0","0","0","0","0","CHIVAS REGAL 12 ANOS","7","","1"
"2911","TORO PRISMA 6 X 750 SIRAH","24.57","24.57","24.57","24.57","24.57","TORO PRISMA","2","","6"
"1911","PALERMO 12 X 1","20.98","20.98","20.98","20.98","20.98","PALERMO","1","","12"
"7811","WHISKI HIRAN WALKER X 750","0","0","0","0","0","HIRAN WALKER","7","","1"
"2811","ESTANCIA MZA MERL-MALB X 3/4","24.57","24.57","24.57","24.57","24.57","ESTANCIA DE MENDOZA","2","","1"
"1811","BIECKER 12 X 1","20.98","20.98","20.98","20.98","20.98","BIECKER","1","","12"
"9711","SIDRA EL GAITERO 6X 910","0","0","0","0","0","EL GAITERO","9","","1"
"7711","WHISKI BLACK JACK X 750","0","0","0","0","0","BLACK JACK","7","","1"
"2711","LA COLINA MALVEC X 3/4","24.57","24.57","24.57","24.57","24.57","LA COLINA","2","","1"
"1711","IMPERIAL 12 X 1","20.98","20.98","20.98","20.98","20.98","IMPERIAL","1","","12"
"9611","CHAMP. LA COLINA DEMISEC X 750","0","0","0","0","0","LA COLINA","9","","1"
"7611","WHISKI BLEN. PRIDE X 1 LT","0","0","0","0","0","BLENDERS PRIDE","7","","1"
"2611","CANCILLER MALVEC X 3/4","24.57","24.57","24.57","24.57","24.57","CANCILLER","2","","1"
"1611","GUINNESS 24 X 330","20.98","20.98","20.98","20.98","20.98","GUINNES","1","","24"
"9511","CHAMP. GRAN CANCILLER X 750","0","0","0","0","0","CANCILLER","9","","1"
"7511","WHISKI BALLANTINES X 750","0","0","0","0","0","BALLANTINES","7","","1"
"2511","MARQ. DE LA COLINA 6 X 3/4 TINTO","24.57","24.57","24.57","24.57","24.57","MARQUE DE LA COLINA","2","","6"
"1511","CORONA 24 X 330","20.98","20.98","20.98","20.98","20.98","MODELO","1","","24"
"9411","FRIZANTE WISH X 750 BLANCO","0","0","0","0","0","WISK","9","","1"
"7411","WHISKI PREMIUM X 1 LT","0","0","0","0","0","PREMIUM","7","","1"
"5411","JUGO TUBITO 6 X 1 NARANJA BAGUAL","0","0","0","0","0","BAGUAL","5","","6"
"2411","TORITO 6 X 3/4 TINTO","24.57","24.57","24.57","24.57","24.57","TORITO","2","","6"
"1411","NEGRA MODELO 12 X 330","20.98","20.98","20.98","20.98","20.98","CORONA","1","","24"
"9311","CHAMP. COLON X 750 DEMISEC","0","0","0","0","0","COLON","9","","1"
"7311","WHISKY ARIZONA  X 750","0","0","0","0","0","ARIZONA","7","","6"
"6311","SER 6 X 2 NAR-DUR","0","0","0","0","0","SER","6","","6"
"5311","SER POLVO X 18 NARANJ","0","0","0","0","0","SER","5","","18"
"4311","SODA WALKIKI 6 X 2","0","0","0","0","0","WALKIKI","4","","1"
"2311","TORO VIEJO 6 X 3/4 TINTO","24.57","24.57","24.57","24.57","24.57","TORO VIEJO","2","","6"
"1311","SCHNEIDER 12 X 1","20.98","20.98","20.98","20.98","20.98","SCHNEIDER","1","","12"
"13211","NO COMPRA","0","0","0","0","0","NO COMPRA","13","","1"
"12211","REMERA TUBITO X 1 CHICO (S)","0","0","0","0","0","TUBITO","12","","1"
"10211","ENERG. RED BULL 24 X 250","0","0","0","0","0","RED BULL","10","","1"
"9211","CHAMP. MUMM CUEE X 750 EXT. BRUT","0","0","0","0","0","MUMM","9","","1"
"8211","LICOR CUSENIER X 200 MENTA","0","0","0","0","0","CUSENIER","8","","1"
"7211","PADDY X 1 LT","0","0","0","0","0","PADDY","7","","1"
"6211","VILLAVICENCIO 6 X 2 S/G","0","0","0","0","0","VILLA VICENCIO","6","","6"
"5211","JUGO FARNEDA 6 X 500 NAR.","0","0","0","0","0","FARNEDA","5","","1"
"4211","SODA BRIO 6 X 1750","0","0","0","0","0","BRIO","4","","6"
"3211","EXOCET 6 X 2 1/4 COLA","0","0","0","0","0","EXOCET","3","","6"
"2211","TORO 12 X 1 TINTO","24.57","24.57","24.57","24.57","24.57","TORO","2","","12"
"1211","HEINEKEN 12 X 1","20.98","20.98","20.98","20.98","20.98","HEINEKEN","1","","12"
"13111","PALLETS DE MADERA","0","0","0","0","0","VARIOS","13","","1"
"12111","MOCHILA BUDWEISER","0","0","0","0","0","BUDWEISER","12","","1"
"10111","ENERG. VITALIZA 12 X 250","0","0","0","0","0","VITALIZA","10","","1"
"9111","FRIZZE 6 X 750 BLANCO","0","0","0","0","0","FRIZZE","9","","1"
"3111","TUBITO 6 X 2 1/4 COLA","0","0","0","0","0","TUBITO","3","","6"
"7111","DOBLE V X 1 LT","0","0","0","0","0","DOBLE V","7","","1"
"6111","V. DEL SUR POMELO 6 X 1 1/2","0","0","0","0","0","VILLA DEL SUR","6","","6"
"5111","JUGO TEREX X 12 NARANJ","0","0","0","0","0","TEREREX","5","","1"
"4111","SODA TUBITO 6 X 21/4","0","0","0","0","0","TUBITO","4","","6"
"3111","TUBITO 6 X 2 1/4 COLA","0","0","0","0","0","TUBITO","3","","6"
"2111","NATIVO 8 X 1 TINTO","24.57","24.57","24.57","24.57","24.57","NATIVO","2","","8"
"1111","BUDWEISER 12 X 1","20.9","20.9","20.9","20.9","20.9","BUDWEISER","1","","12"
"4111","SODA TUBITO 6 X 21/4","0","0","0","0","0","TUBITO","4","","6"
"5111","JUGO TEREX X 12 NARANJ","0","0","0","0","0","TEREREX","5","","1"
"6111","V. DEL SUR POMELO 6 X 1 1/2","0","0","0","0","0","VILLA DEL SUR","6","","6"
"7111","DOBLE V X 1 LT","0","0","0","0","0","DOBLE V","7","","1"
"8111","LICOR SIVIAR 12  X 187 CHOCOL.","0","0","0","0","0","SIVIAR","8","","1"
"9111","FRIZZE 6 X 750 BLANCO","0","0","0","0","0","FRIZZE","9","","1"
"10111","ENERG. VITALIZA 12 X 250","0","0","0","0","0","VITALIZA","10","","1"
"12111","MOCHILA BUDWEISER","0","0","0","0","0","BUDWEISER","12","","1"
"13111","PALLETS DE MADERA","0","0","0","0","0","VARIOS","13","","1"
"1211","HEINEKEN 12 X 1","0","0","0","0","0","HEINEKEN","1","","12"
"2211","TORO 12 X 1 TINTO","0","0","0","0","0","TORO","2","","12"
"3211","EXOCET 6 X 2 1/4 COLA","0","0","0","0","0","EXOCET","3","","6"
"4211","SODA BRIO 6 X 1750","0","0","0","0","0","BRIO","4","","6"
"5211","JUGO FARNEDA 6 X 500 NAR.","0","0","0","0","0","FARNEDA","5","","1"
"6211","VILLAVICENCIO 6 X 2 S/G","0","0","0","0","0","VILLA VICENCIO","6","","6"
"7211","PADDY X 1 LT","0","0","0","0","0","PADDY","7","","1"
"8211","LICOR CUSENIER X 200 MENTA","0","0","0","0","0","CUSENIER","8","","1"
"9211","CHAMP. MUMM CUEE X 750 EXT. BRUT","0","0","0","0","0","MUMM","9","","1"
"10211","ENERG. RED BULL 24 X 250","0","0","0","0","0","RED BULL","10","","1"
"12211","REMERA TUBITO X 1 CHICO (S)","0","0","0","0","0","TUBITO","12","","1"
"13211","NO COMPRA","0","0","0","0","0","NO COMPRA","13","","1"
"1311","SCHNEIDER 12 X 1","0","0","0","0","0","SCHNEIDER","1","","12"
"2311","TORO VIEJO 6 X 3/4 TINTO","0","0","0","0","0","TORO VIEJO","2","","6"
"4311","SODA WALKIKI 6 X 2","0","0","0","0","0","WALKIKI","4","","1"
"5311","SER POLVO X 18 NARANJ","0","0","0","0","0","SER","5","","18"
"6311","SER 6 X 2 NAR-DUR","0","0","0","0","0","SER","6","","6"
"7311","WHISKY ARIZONA  X 750","0","0","0","0","0","ARIZONA","7","","6"
"9311","CHAMP. COLON X 750 DEMISEC","0","0","0","0","0","COLON","9","","1"
"1411","NEGRA MODELO 12 X 330","0","0","0","0","0","CORONA","1","","24"
"2411","TORITO 6 X 3/4 TINTO","0","0","0","0","0","TORITO","2","","6"
"5411","JUGO TUBITO 6 X 1 NARANJA BAGUAL","0","0","0","0","0","BAGUAL","5","","6"
"7411","WHISKI PREMIUM X 1 LT","0","0","0","0","0","PREMIUM","7","","1"
"9411","FRIZANTE WISH X 750 BLANCO","0","0","0","0","0","WISK","9","","1"
"1511","CORONA 24 X 330","0","0","0","0","0","MODELO","1","","24"
"2511","MARQ. DE LA COLINA 6 X 3/4 TINTO","0","0","0","0","0","MARQUE DE LA COLINA","2","","6"
"7511","WHISKI BALLANTINES X 750","0","0","0","0","0","BALLANTINES","7","","1"
"9511","CHAMP. GRAN CANCILLER X 750","0","0","0","0","0","CANCILLER","9","","1"
"1611","GUINNESS 24 X 330","0","0","0","0","0","GUINNES","1","","24"
"2611","CANCILLER MALVEC X 3/4","0","0","0","0","0","CANCILLER","2","","1"
"7611","WHISKI BLEN. PRIDE X 1 LT","0","0","0","0","0","BLENDERS PRIDE","7","","1"
"9611","CHAMP. LA COLINA DEMISEC X 750","0","0","0","0","0","LA COLINA","9","","1"
"1711","IMPERIAL 12 X 1","0","0","0","0","0","IMPERIAL","1","","12"
"2711","LA COLINA MALVEC X 3/4","0","0","0","0","0","LA COLINA","2","","1"
"7711","WHISKI BLACK JACK X 750","0","0","0","0","0","BLACK JACK","7","","1"
"9711","SIDRA EL GAITERO 6X 910","0","0","0","0","0","EL GAITERO","9","","1"
"1811","BIECKER 12 X 1","0","0","0","0","0","BIECKER","1","","12"
"2811","ESTANCIA MZA MERL-MALB X 3/4","0","0","0","0","0","ESTANCIA DE MENDOZA","2","","1"
"7811","WHISKI HIRAN WALKER X 750","0","0","0","0","0","HIRAN WALKER","7","","1"
"1911","PALERMO 12 X 1","0","0","0","0","0","PALERMO","1","","12"
"2911","TORO PRISMA 6 X 750 SIRAH","0","0","0","0","0","TORO PRISMA","2","","6"
"7911","WHISKI CHIVAS REGAL 12 ANOS","0","0","0","0","0","CHIVAS REGAL 12 ANOS","7","","1"
"21011","COLON MALVEC X 3/4","0","0","0","0","0","COLON","2","","1"
"71011","FERNET CAPRI X 750","0","0","0","0","0","CAPRI","7","","1"
"21111","DIAMANTE 12X1 TINTO","0","0","0","0","0","DIAMANTE","2","","12"
"71111","FERNET RAMAZZOTTI X 1 LT","0","0","0","0","0","RAMAZZOTTI","7","","1"
"21211","GRAFFIGNA CABERNET X 3/4","0","0","0","0","0","GRAFFIGNA","2","","1"
"71211","FERNET SIVIAR X 930","0","0","0","0","0","SIVIAR","7","","1"
"71311","CANA SIMPATICA 10 X 1 LT","0","0","0","0","0","SIMPATICA","7","","10"
"71411","CANA PERIBEBUY 10 X 1 LT","0","0","0","0","0","PEREBEBUY","7","","10"
"71511","WHISKI BLACK JACK X 1 LT","0","0","0","0","0","BLACK JACK X 1 LT","7","","1"
"2121","NATIVO 8 X 1 ROSADO","0","0","0","0","0","NATIVO","2","","8"
"3121","TUBITO 6 X 1 COLA","0","0","0","0","0","TUBITO","3","","6"
"4121","SODA TUBITO 6X1 1/2","0","0","0","0","0","TUBITO","4","","6"
"6121","V. DEL SUR AGUA 6 X 2 1/4","0","0","0","0","0","VILLA DEL SUR","6","","6"
"8121","LICOR SIVIAR  X 750 CHOCOL.","0","0","0","0","0","SIVIAR","8","","1"
"11121","BOTELLA X 3/4","0","0","0","0","0","BOTELLAS","11","","1"
"2221","TORO 12 X 1 ROSADO","0","0","0","0","0","TORO","2","","12"
"6221","V. VICENCIO 6 X 1 1/2 GASIFICADO","0","0","0","0","0","VILLA VICENCIO","6","","6"
"8221","LICOR CUSENIER X 700 MENTA","0","0","0","0","0","CUSENIER","8","","1"
"6321","SER 6 X 2 L.LIMON","0","0","0","0","0","SER","6","","6"
"13321","SIN FACTURA","0","0","0","0","0","SIN FACTURA","13","","1"
